feature,r
LDA50_abstract_weight__0_network_state_resting,0.00018952721301564705
LDA50_abstract_weight__1_anxiety_trait_personality,-0.03634507115900507
LDA50_abstract_weight__2_cerebellar_cerebellum_basal,0.011891040640246039
LDA50_abstract_weight__3_cortex_anterior_cingulate,-0.0055238260945452205
LDA50_abstract_weight__4_stimulus_time_repetition,-0.001866756124485161
LDA50_abstract_weight__5_gyrus_frontal_inferior,0.05176575732983628
LDA50_abstract_weight__6_auditory_speech_temporal,0.03622828379167458
LDA50_abstract_weight__7_reward_feedback_striatum,-0.040272924526426265
LDA50_abstract_weight__8_mpfc_social_medial,0.035598409547987604
LDA50_abstract_weight__9_memory_working_wm,0.044006115952957635
LDA50_abstract_weight__10_food_taste_weight,-0.02860590526458497
LDA50_abstract_weight__11_learning_training_practice,-0.0003571474753021939
LDA50_abstract_weight__12_women_men_sex,-0.01225559564160971
LDA50_abstract_weight__13_fear_threat_smokers,-0.025799005743157393
LDA50_abstract_weight__14_disease_ad_pd,-0.027750660373012877
LDA50_abstract_weight__15_task_performance_cognitive,0.06373994204294833
LDA50_abstract_weight__16_response_inhibition_control,0.021100902852285212
LDA50_abstract_weight__17_motor_cortex_hand,0.07140173878163382
LDA50_abstract_weight__18_number_ips_numerical,0.006702433904872462
LDA50_abstract_weight__19_action_actions_observation,0.0769641654475758
LDA50_abstract_weight__20_control_conflict_task,0.004211815104957198
LDA50_abstract_weight__21_matter_volume_structural,-0.10630636644179839
LDA50_abstract_weight__22_method_group_approach,-0.07054543144552751
LDA50_abstract_weight__23_asd_autism_group,0.02453092888084371
LDA50_abstract_weight__24_age_adults_older,0.0028723071626333744
LDA50_abstract_weight__25_spatial_body_human,-0.015346588576331574
LDA50_abstract_weight__26_emotional_amygdala_negative,0.0013451370707500997
LDA50_abstract_weight__27_disorder_adhd_group,-0.06659819398728282
LDA50_abstract_weight__28_social_empathy_moral,0.009221689605720703
LDA50_abstract_weight__29_stress_ptsd_trauma,-0.049494121336924254
LDA50_abstract_weight__30_decision_making_risk,-0.0056418455398785875
LDA50_abstract_weight__31_model_models_prediction,-0.0374201429233699
LDA50_abstract_weight__32_pain_somatosensory_stimulation,0.012294825669244823
LDA50_abstract_weight__33_memory_retrieval_encoding,0.047649157348317706
LDA50_abstract_weight__34_frequency_hz_ms,-0.05971372086441603
LDA50_abstract_weight__35_schizophrenia_risk_genetic,-0.08332620790288849
LDA50_abstract_weight__36_placebo_treatment_dopamine,-0.05254069780008541
LDA50_abstract_weight__37_language_reading_word,0.06785279162287455
LDA50_abstract_weight__38_semantic_category_representations,0.020292097856177086
LDA50_abstract_weight__39_stimulation_tms_bpd,-0.022060050428565074
LDA50_abstract_weight__40_face_faces_facial,-0.023389913748835374
LDA50_abstract_weight__41_imagery_mental_events,0.05566485933979453
LDA50_abstract_weight__42_visual_cortex_sensory,0.023861511049191268
LDA50_abstract_weight__43_magnetic_mechanisms_human,0.009012697636543596
LDA50_abstract_weight__44_eye_sleep_gaze,0.008044859332335834
LDA50_abstract_weight__45_motion_perception_visual,-0.009519677298097407
LDA50_abstract_weight__46_hemisphere_language_stroke,-0.0056089279442597265
LDA50_abstract_weight__47_attention_attentional_target,0.037342961749035994
LDA50_abstract_weight__48_prefrontal_cortex_pfc,0.04469834855463146
LDA50_abstract_weight__49_depression_mdd_state,-0.09658703155744487
