feature,r
LDA50_abstract_weight__0_network_state_resting,0.012373347293769425
LDA50_abstract_weight__1_anxiety_trait_personality,-0.034242636923303746
LDA50_abstract_weight__2_cerebellar_cerebellum_basal,-0.001781393095329959
LDA50_abstract_weight__3_cortex_anterior_cingulate,-3.3353478247540356e-05
LDA50_abstract_weight__4_stimulus_time_repetition,-0.00735559922475711
LDA50_abstract_weight__5_gyrus_frontal_inferior,0.05802503403523734
LDA50_abstract_weight__6_auditory_speech_temporal,0.03769611673883092
LDA50_abstract_weight__7_reward_feedback_striatum,-0.035421561803000795
LDA50_abstract_weight__8_mpfc_social_medial,0.04626137468505764
LDA50_abstract_weight__9_memory_working_wm,0.04760630976540719
LDA50_abstract_weight__10_food_taste_weight,-0.02463682210555725
LDA50_abstract_weight__11_learning_training_practice,-0.005357437964534216
LDA50_abstract_weight__12_women_men_sex,-0.010491890480487868
LDA50_abstract_weight__13_fear_threat_smokers,-0.025409205017308697
LDA50_abstract_weight__14_disease_ad_pd,-0.024007675213489708
LDA50_abstract_weight__15_task_performance_cognitive,0.060499356900391855
LDA50_abstract_weight__16_response_inhibition_control,0.007743520267689152
LDA50_abstract_weight__17_motor_cortex_hand,0.02735435940879467
LDA50_abstract_weight__18_number_ips_numerical,0.0016368622500262013
LDA50_abstract_weight__19_action_actions_observation,0.05426132391156884
LDA50_abstract_weight__20_control_conflict_task,0.0027438752591589237
LDA50_abstract_weight__21_matter_volume_structural,-0.10229143466015578
LDA50_abstract_weight__22_method_group_approach,-0.07142386613982887
LDA50_abstract_weight__23_asd_autism_group,0.025359467634794717
LDA50_abstract_weight__24_age_adults_older,0.012285792595679029
LDA50_abstract_weight__25_spatial_body_human,-0.03914150731867274
LDA50_abstract_weight__26_emotional_amygdala_negative,0.008975746424423925
LDA50_abstract_weight__27_disorder_adhd_group,-0.06315434624043492
LDA50_abstract_weight__28_social_empathy_moral,0.012498878888010127
LDA50_abstract_weight__29_stress_ptsd_trauma,-0.045600429722812766
LDA50_abstract_weight__30_decision_making_risk,0.00100977375646042
LDA50_abstract_weight__31_model_models_prediction,-0.038989307549024355
LDA50_abstract_weight__32_pain_somatosensory_stimulation,0.00661923438745538
LDA50_abstract_weight__33_memory_retrieval_encoding,0.0757767802771418
LDA50_abstract_weight__34_frequency_hz_ms,-0.0641720565725964
LDA50_abstract_weight__35_schizophrenia_risk_genetic,-0.07743290065267218
LDA50_abstract_weight__36_placebo_treatment_dopamine,-0.04830505018147684
LDA50_abstract_weight__37_language_reading_word,0.10625330913837454
LDA50_abstract_weight__38_semantic_category_representations,0.02723888474903265
LDA50_abstract_weight__39_stimulation_tms_bpd,-0.029454301251580002
LDA50_abstract_weight__40_face_faces_facial,-0.028855250091007863
LDA50_abstract_weight__41_imagery_mental_events,0.05907973540195212
LDA50_abstract_weight__42_visual_cortex_sensory,0.0029663987027138765
LDA50_abstract_weight__43_magnetic_mechanisms_human,0.012398442252474006
LDA50_abstract_weight__44_eye_sleep_gaze,-0.004867004439538371
LDA50_abstract_weight__45_motion_perception_visual,-0.04014293765289646
LDA50_abstract_weight__46_hemisphere_language_stroke,-0.000203486022267243
LDA50_abstract_weight__47_attention_attentional_target,0.01853807582307214
LDA50_abstract_weight__48_prefrontal_cortex_pfc,0.051808168164976985
LDA50_abstract_weight__49_depression_mdd_state,-0.0929875426839672
