feature,r
LDA50_abstract_weight__0_network_state_resting,0.021757150302585817
LDA50_abstract_weight__1_anxiety_trait_personality,-0.030168300226612647
LDA50_abstract_weight__2_cerebellar_cerebellum_basal,0.006781922252374425
LDA50_abstract_weight__3_cortex_anterior_cingulate,0.021326053291081795
LDA50_abstract_weight__4_stimulus_time_repetition,-0.00961945871650835
LDA50_abstract_weight__5_gyrus_frontal_inferior,0.04386776179442169
LDA50_abstract_weight__6_auditory_speech_temporal,0.01564118936480967
LDA50_abstract_weight__7_reward_feedback_striatum,-0.02845362184421467
LDA50_abstract_weight__8_mpfc_social_medial,0.05515503164028848
LDA50_abstract_weight__9_memory_working_wm,0.03876567974397522
LDA50_abstract_weight__10_food_taste_weight,-0.018900933025910775
LDA50_abstract_weight__11_learning_training_practice,-0.00047934770812102626
LDA50_abstract_weight__12_women_men_sex,-0.008377651669473296
LDA50_abstract_weight__13_fear_threat_smokers,-0.01654255232003732
LDA50_abstract_weight__14_disease_ad_pd,-0.026023425626762936
LDA50_abstract_weight__15_task_performance_cognitive,0.056658446307258074
LDA50_abstract_weight__16_response_inhibition_control,0.025841446683834923
LDA50_abstract_weight__17_motor_cortex_hand,0.04932418016737842
LDA50_abstract_weight__18_number_ips_numerical,0.001540173165897818
LDA50_abstract_weight__19_action_actions_observation,0.05345168979055269
LDA50_abstract_weight__20_control_conflict_task,0.008928096005741591
LDA50_abstract_weight__21_matter_volume_structural,-0.10014914608348285
LDA50_abstract_weight__22_method_group_approach,-0.07109350040661146
LDA50_abstract_weight__23_asd_autism_group,0.025796010544464596
LDA50_abstract_weight__24_age_adults_older,0.008578997467993498
LDA50_abstract_weight__25_spatial_body_human,-0.03477993936947449
LDA50_abstract_weight__26_emotional_amygdala_negative,0.015684660212218822
LDA50_abstract_weight__27_disorder_adhd_group,-0.05770199746191244
LDA50_abstract_weight__28_social_empathy_moral,0.03102033480324968
LDA50_abstract_weight__29_stress_ptsd_trauma,-0.03983039627291284
LDA50_abstract_weight__30_decision_making_risk,0.0077064864910962195
LDA50_abstract_weight__31_model_models_prediction,-0.03836068162621276
LDA50_abstract_weight__32_pain_somatosensory_stimulation,0.030130242051111596
LDA50_abstract_weight__33_memory_retrieval_encoding,0.04548145619053004
LDA50_abstract_weight__34_frequency_hz_ms,-0.057566319439111446
LDA50_abstract_weight__35_schizophrenia_risk_genetic,-0.07390655682105428
LDA50_abstract_weight__36_placebo_treatment_dopamine,-0.03750368793053982
LDA50_abstract_weight__37_language_reading_word,0.033251742528400616
LDA50_abstract_weight__38_semantic_category_representations,0.0003736739260661513
LDA50_abstract_weight__39_stimulation_tms_bpd,-0.025114516727810194
LDA50_abstract_weight__40_face_faces_facial,-0.015858411514845575
LDA50_abstract_weight__41_imagery_mental_events,0.0546216090515888
LDA50_abstract_weight__42_visual_cortex_sensory,0.0018007523013626073
LDA50_abstract_weight__43_magnetic_mechanisms_human,0.012579044323014966
LDA50_abstract_weight__44_eye_sleep_gaze,0.004695173201736908
LDA50_abstract_weight__45_motion_perception_visual,-0.028571846216233925
LDA50_abstract_weight__46_hemisphere_language_stroke,-0.010223732502184911
LDA50_abstract_weight__47_attention_attentional_target,0.030246093677552956
LDA50_abstract_weight__48_prefrontal_cortex_pfc,0.04645651803442945
LDA50_abstract_weight__49_depression_mdd_state,-0.08497026444124255
