feature,r
LDA50_abstract_weight__0_network_state_resting,-0.0006321301615715036
LDA50_abstract_weight__1_anxiety_trait_personality,-0.03142245355096219
LDA50_abstract_weight__2_cerebellar_cerebellum_basal,0.010109976397518405
LDA50_abstract_weight__3_cortex_anterior_cingulate,0.008179472723348824
LDA50_abstract_weight__4_stimulus_time_repetition,-0.000622625370346941
LDA50_abstract_weight__5_gyrus_frontal_inferior,0.045847982357804046
LDA50_abstract_weight__6_auditory_speech_temporal,-0.007494992961759299
LDA50_abstract_weight__7_reward_feedback_striatum,-0.03087771938850292
LDA50_abstract_weight__8_mpfc_social_medial,0.027375738562276056
LDA50_abstract_weight__9_memory_working_wm,0.05382667890962365
LDA50_abstract_weight__10_food_taste_weight,-0.01818568576730219
LDA50_abstract_weight__11_learning_training_practice,-0.0014358047851198757
LDA50_abstract_weight__12_women_men_sex,-0.0068025251264820195
LDA50_abstract_weight__13_fear_threat_smokers,-0.018199941843412247
LDA50_abstract_weight__14_disease_ad_pd,-0.02816795639923725
LDA50_abstract_weight__15_task_performance_cognitive,0.07555401857835176
LDA50_abstract_weight__16_response_inhibition_control,0.03319852374161351
LDA50_abstract_weight__17_motor_cortex_hand,0.04817932293123935
LDA50_abstract_weight__18_number_ips_numerical,0.008851053844408423
LDA50_abstract_weight__19_action_actions_observation,0.05713428418961694
LDA50_abstract_weight__20_control_conflict_task,0.018735952027465388
LDA50_abstract_weight__21_matter_volume_structural,-0.1064791963764709
LDA50_abstract_weight__22_method_group_approach,-0.07609026502688102
LDA50_abstract_weight__23_asd_autism_group,0.026750403688724812
LDA50_abstract_weight__24_age_adults_older,0.008453162018705298
LDA50_abstract_weight__25_spatial_body_human,-0.02245046240378694
LDA50_abstract_weight__26_emotional_amygdala_negative,0.012978366199894635
LDA50_abstract_weight__27_disorder_adhd_group,-0.059985741980653456
LDA50_abstract_weight__28_social_empathy_moral,0.014742995522017488
LDA50_abstract_weight__29_stress_ptsd_trauma,-0.04619197610852319
LDA50_abstract_weight__30_decision_making_risk,0.0029990809668544336
LDA50_abstract_weight__31_model_models_prediction,-0.03864998676589901
LDA50_abstract_weight__32_pain_somatosensory_stimulation,0.017479401672021617
LDA50_abstract_weight__33_memory_retrieval_encoding,0.05960730850913796
LDA50_abstract_weight__34_frequency_hz_ms,-0.06234606157219214
LDA50_abstract_weight__35_schizophrenia_risk_genetic,-0.07840571090398253
LDA50_abstract_weight__36_placebo_treatment_dopamine,-0.038868257308231034
LDA50_abstract_weight__37_language_reading_word,0.036203161110715545
LDA50_abstract_weight__38_semantic_category_representations,0.011180990161624478
LDA50_abstract_weight__39_stimulation_tms_bpd,-0.030370236484358833
LDA50_abstract_weight__40_face_faces_facial,0.0016489377984173006
LDA50_abstract_weight__41_imagery_mental_events,0.05862745207493188
LDA50_abstract_weight__42_visual_cortex_sensory,0.021043569008195075
LDA50_abstract_weight__43_magnetic_mechanisms_human,0.009497651908629364
LDA50_abstract_weight__44_eye_sleep_gaze,0.006429843026293751
LDA50_abstract_weight__45_motion_perception_visual,-0.017679902306174403
LDA50_abstract_weight__46_hemisphere_language_stroke,-0.01258944473232598
LDA50_abstract_weight__47_attention_attentional_target,0.04430678956236962
LDA50_abstract_weight__48_prefrontal_cortex_pfc,0.05323687117665093
LDA50_abstract_weight__49_depression_mdd_state,-0.09507595341849874
