feature,r
LDA50_abstract_weight__0_network_state_resting,0.010192658291885408
LDA50_abstract_weight__1_anxiety_trait_personality,-0.0323888254535636
LDA50_abstract_weight__2_cerebellar_cerebellum_basal,-0.004376780768247676
LDA50_abstract_weight__3_cortex_anterior_cingulate,-0.003514881941608467
LDA50_abstract_weight__4_stimulus_time_repetition,-0.003102561063981326
LDA50_abstract_weight__5_gyrus_frontal_inferior,0.056199458047003985
LDA50_abstract_weight__6_auditory_speech_temporal,0.026935177070991564
LDA50_abstract_weight__7_reward_feedback_striatum,-0.045101536006108466
LDA50_abstract_weight__8_mpfc_social_medial,0.04906144416908464
LDA50_abstract_weight__9_memory_working_wm,0.030666561070071298
LDA50_abstract_weight__10_food_taste_weight,-0.026705173613875047
LDA50_abstract_weight__11_learning_training_practice,-0.0033106944661595405
LDA50_abstract_weight__12_women_men_sex,-0.0121253113937898
LDA50_abstract_weight__13_fear_threat_smokers,-0.0284615514076139
LDA50_abstract_weight__14_disease_ad_pd,-0.024529527463524946
LDA50_abstract_weight__15_task_performance_cognitive,0.05142049913648563
LDA50_abstract_weight__16_response_inhibition_control,0.016284033757370246
LDA50_abstract_weight__17_motor_cortex_hand,0.04614164853455043
LDA50_abstract_weight__18_number_ips_numerical,0.006570806800652412
LDA50_abstract_weight__19_action_actions_observation,0.0792666127796648
LDA50_abstract_weight__20_control_conflict_task,-0.001899296092143729
LDA50_abstract_weight__21_matter_volume_structural,-0.10312631218321412
LDA50_abstract_weight__22_method_group_approach,-0.07076814508671231
LDA50_abstract_weight__23_asd_autism_group,0.026766257703916427
LDA50_abstract_weight__24_age_adults_older,0.005167541064604533
LDA50_abstract_weight__25_spatial_body_human,-0.019420896381403593
LDA50_abstract_weight__26_emotional_amygdala_negative,0.011075202770553532
LDA50_abstract_weight__27_disorder_adhd_group,-0.06551653420606506
LDA50_abstract_weight__28_social_empathy_moral,0.018549151098175592
LDA50_abstract_weight__29_stress_ptsd_trauma,-0.048755223234229865
LDA50_abstract_weight__30_decision_making_risk,-0.009468720185598831
LDA50_abstract_weight__31_model_models_prediction,-0.03858333108311992
LDA50_abstract_weight__32_pain_somatosensory_stimulation,0.006765653962195258
LDA50_abstract_weight__33_memory_retrieval_encoding,0.058764063627107975
LDA50_abstract_weight__34_frequency_hz_ms,-0.05938140302885776
LDA50_abstract_weight__35_schizophrenia_risk_genetic,-0.07991688219240922
LDA50_abstract_weight__36_placebo_treatment_dopamine,-0.051598619156220736
LDA50_abstract_weight__37_language_reading_word,0.06852074128411056
LDA50_abstract_weight__38_semantic_category_representations,0.025881055955209762
LDA50_abstract_weight__39_stimulation_tms_bpd,-0.024952247930759324
LDA50_abstract_weight__40_face_faces_facial,-0.0021044131421782924
LDA50_abstract_weight__41_imagery_mental_events,0.06000241437679363
LDA50_abstract_weight__42_visual_cortex_sensory,0.021691197557703656
LDA50_abstract_weight__43_magnetic_mechanisms_human,0.01211307380614817
LDA50_abstract_weight__44_eye_sleep_gaze,0.00730146903156935
LDA50_abstract_weight__45_motion_perception_visual,-0.006571483849479435
LDA50_abstract_weight__46_hemisphere_language_stroke,-0.004347098031501207
LDA50_abstract_weight__47_attention_attentional_target,0.03338549573901709
LDA50_abstract_weight__48_prefrontal_cortex_pfc,0.03237108462367076
LDA50_abstract_weight__49_depression_mdd_state,-0.09330087994062843
