feature,r
LDA50_abstract_weight__0_network_state_resting,-0.0038129034079574403
LDA50_abstract_weight__1_anxiety_trait_personality,-0.03433182583650561
LDA50_abstract_weight__2_cerebellar_cerebellum_basal,0.0027965865016748317
LDA50_abstract_weight__3_cortex_anterior_cingulate,-0.007622690182586381
LDA50_abstract_weight__4_stimulus_time_repetition,-0.0016529356452635875
LDA50_abstract_weight__5_gyrus_frontal_inferior,0.0538194869486681
LDA50_abstract_weight__6_auditory_speech_temporal,0.025778585630329923
LDA50_abstract_weight__7_reward_feedback_striatum,-0.03966769509915786
LDA50_abstract_weight__8_mpfc_social_medial,0.026336218987770988
LDA50_abstract_weight__9_memory_working_wm,0.04930164037255451
LDA50_abstract_weight__10_food_taste_weight,-0.024261605056020145
LDA50_abstract_weight__11_learning_training_practice,-0.0017114517301351163
LDA50_abstract_weight__12_women_men_sex,-0.012885577649366537
LDA50_abstract_weight__13_fear_threat_smokers,-0.027185512949118442
LDA50_abstract_weight__14_disease_ad_pd,-0.027969074027544758
LDA50_abstract_weight__15_task_performance_cognitive,0.06267131641514474
LDA50_abstract_weight__16_response_inhibition_control,0.024522443121676143
LDA50_abstract_weight__17_motor_cortex_hand,0.05475977274884851
LDA50_abstract_weight__18_number_ips_numerical,0.009742185048076576
LDA50_abstract_weight__19_action_actions_observation,0.0708527535667489
LDA50_abstract_weight__20_control_conflict_task,0.00450561959548777
LDA50_abstract_weight__21_matter_volume_structural,-0.10341052627757379
LDA50_abstract_weight__22_method_group_approach,-0.07150396666255743
LDA50_abstract_weight__23_asd_autism_group,0.026864323024924638
LDA50_abstract_weight__24_age_adults_older,0.007414105052628923
LDA50_abstract_weight__25_spatial_body_human,-0.020675067349513607
LDA50_abstract_weight__26_emotional_amygdala_negative,0.009219382018235755
LDA50_abstract_weight__27_disorder_adhd_group,-0.06251720106920965
LDA50_abstract_weight__28_social_empathy_moral,0.012480787414981856
LDA50_abstract_weight__29_stress_ptsd_trauma,-0.04975202951725462
LDA50_abstract_weight__30_decision_making_risk,-0.0022470102587771592
LDA50_abstract_weight__31_model_models_prediction,-0.04053543035875676
LDA50_abstract_weight__32_pain_somatosensory_stimulation,0.016212446771666673
LDA50_abstract_weight__33_memory_retrieval_encoding,0.0608780819812031
LDA50_abstract_weight__34_frequency_hz_ms,-0.057741400494438856
LDA50_abstract_weight__35_schizophrenia_risk_genetic,-0.07805837488878352
LDA50_abstract_weight__36_placebo_treatment_dopamine,-0.04691818971813356
LDA50_abstract_weight__37_language_reading_word,0.0559582077677659
LDA50_abstract_weight__38_semantic_category_representations,0.015037096839351219
LDA50_abstract_weight__39_stimulation_tms_bpd,-0.025386809045042084
LDA50_abstract_weight__40_face_faces_facial,-0.008969350766776369
LDA50_abstract_weight__41_imagery_mental_events,0.05801237483464126
LDA50_abstract_weight__42_visual_cortex_sensory,0.020621675014189197
LDA50_abstract_weight__43_magnetic_mechanisms_human,0.007910126773131559
LDA50_abstract_weight__44_eye_sleep_gaze,0.004121243071145114
LDA50_abstract_weight__45_motion_perception_visual,-0.01714050356946166
LDA50_abstract_weight__46_hemisphere_language_stroke,-0.006607779520585099
LDA50_abstract_weight__47_attention_attentional_target,0.03894399582495308
LDA50_abstract_weight__48_prefrontal_cortex_pfc,0.05714469294162362
LDA50_abstract_weight__49_depression_mdd_state,-0.09420641806165722
