feature,r
LDA50_abstract_weight__0_network_state_resting,0.006235833942609841
LDA50_abstract_weight__1_anxiety_trait_personality,-0.02851413486569474
LDA50_abstract_weight__2_cerebellar_cerebellum_basal,0.01320957248116128
LDA50_abstract_weight__3_cortex_anterior_cingulate,0.010629398713524321
LDA50_abstract_weight__4_stimulus_time_repetition,-0.004534203826806308
LDA50_abstract_weight__5_gyrus_frontal_inferior,0.045660449205210715
LDA50_abstract_weight__6_auditory_speech_temporal,0.008014540863858258
LDA50_abstract_weight__7_reward_feedback_striatum,-0.031933280134967365
LDA50_abstract_weight__8_mpfc_social_medial,0.027890929659063465
LDA50_abstract_weight__9_memory_working_wm,0.04751961055790086
LDA50_abstract_weight__10_food_taste_weight,-0.022336521477436453
LDA50_abstract_weight__11_learning_training_practice,0.005662446813331636
LDA50_abstract_weight__12_women_men_sex,-0.009783572764322892
LDA50_abstract_weight__13_fear_threat_smokers,-0.018482812409109727
LDA50_abstract_weight__14_disease_ad_pd,-0.021148450070206066
LDA50_abstract_weight__15_task_performance_cognitive,0.06954001068405523
LDA50_abstract_weight__16_response_inhibition_control,0.03544838200163759
LDA50_abstract_weight__17_motor_cortex_hand,0.0700614469334934
LDA50_abstract_weight__18_number_ips_numerical,0.007366276339220154
LDA50_abstract_weight__19_action_actions_observation,0.05810691650787215
LDA50_abstract_weight__20_control_conflict_task,0.01417720835002304
LDA50_abstract_weight__21_matter_volume_structural,-0.09919746610765731
LDA50_abstract_weight__22_method_group_approach,-0.07266964033314441
LDA50_abstract_weight__23_asd_autism_group,0.025259601373300657
LDA50_abstract_weight__24_age_adults_older,0.011998293188161445
LDA50_abstract_weight__25_spatial_body_human,-0.0242953546202332
LDA50_abstract_weight__26_emotional_amygdala_negative,0.007131345678237611
LDA50_abstract_weight__27_disorder_adhd_group,-0.05825566564761343
LDA50_abstract_weight__28_social_empathy_moral,0.01942478772186608
LDA50_abstract_weight__29_stress_ptsd_trauma,-0.04359076318179329
LDA50_abstract_weight__30_decision_making_risk,0.00030574998135011685
LDA50_abstract_weight__31_model_models_prediction,-0.043028578609524554
LDA50_abstract_weight__32_pain_somatosensory_stimulation,0.024810184960572718
LDA50_abstract_weight__33_memory_retrieval_encoding,0.05454486113150277
LDA50_abstract_weight__34_frequency_hz_ms,-0.055758899474415695
LDA50_abstract_weight__35_schizophrenia_risk_genetic,-0.07490455327096335
LDA50_abstract_weight__36_placebo_treatment_dopamine,-0.043740638601902505
LDA50_abstract_weight__37_language_reading_word,0.0215861569591001
LDA50_abstract_weight__38_semantic_category_representations,0.0008584178459011836
LDA50_abstract_weight__39_stimulation_tms_bpd,-0.023894553390333306
LDA50_abstract_weight__40_face_faces_facial,-0.01823469960808677
LDA50_abstract_weight__41_imagery_mental_events,0.05300597155155854
LDA50_abstract_weight__42_visual_cortex_sensory,0.00818551281186691
LDA50_abstract_weight__43_magnetic_mechanisms_human,0.00860488073088598
LDA50_abstract_weight__44_eye_sleep_gaze,0.013843199815519493
LDA50_abstract_weight__45_motion_perception_visual,-0.022506509423197908
LDA50_abstract_weight__46_hemisphere_language_stroke,-0.012820946751457497
LDA50_abstract_weight__47_attention_attentional_target,0.04162216349143651
LDA50_abstract_weight__48_prefrontal_cortex_pfc,0.05490095952268412
LDA50_abstract_weight__49_depression_mdd_state,-0.09008521979239854
