feature,r
LDA50_abstract_weight__0_network_state_resting,0.004127127002773297
LDA50_abstract_weight__1_anxiety_trait_personality,-0.03415597101181619
LDA50_abstract_weight__2_cerebellar_cerebellum_basal,0.005862982970448608
LDA50_abstract_weight__3_cortex_anterior_cingulate,-0.009681550930432384
LDA50_abstract_weight__4_stimulus_time_repetition,-0.0028909558566858674
LDA50_abstract_weight__5_gyrus_frontal_inferior,0.05602426145353331
LDA50_abstract_weight__6_auditory_speech_temporal,0.02766676834134861
LDA50_abstract_weight__7_reward_feedback_striatum,-0.04028280159414603
LDA50_abstract_weight__8_mpfc_social_medial,0.05448671788689761
LDA50_abstract_weight__9_memory_working_wm,0.03856893460345895
LDA50_abstract_weight__10_food_taste_weight,-0.028106493324448038
LDA50_abstract_weight__11_learning_training_practice,-0.005100302209327572
LDA50_abstract_weight__12_women_men_sex,-0.01286319993578896
LDA50_abstract_weight__13_fear_threat_smokers,-0.02787367946989229
LDA50_abstract_weight__14_disease_ad_pd,-0.027439960056727917
LDA50_abstract_weight__15_task_performance_cognitive,0.05606651161485745
LDA50_abstract_weight__16_response_inhibition_control,0.007059584163158111
LDA50_abstract_weight__17_motor_cortex_hand,0.04727934298443349
LDA50_abstract_weight__18_number_ips_numerical,0.00014652962948282232
LDA50_abstract_weight__19_action_actions_observation,0.07335210900329484
LDA50_abstract_weight__20_control_conflict_task,-0.00849086141974971
LDA50_abstract_weight__21_matter_volume_structural,-0.1051601110886131
LDA50_abstract_weight__22_method_group_approach,-0.07414224645344146
LDA50_abstract_weight__23_asd_autism_group,0.02583911318080006
LDA50_abstract_weight__24_age_adults_older,0.006184352665307994
LDA50_abstract_weight__25_spatial_body_human,-0.02751661131920134
LDA50_abstract_weight__26_emotional_amygdala_negative,0.01370155996160642
LDA50_abstract_weight__27_disorder_adhd_group,-0.06744891007205718
LDA50_abstract_weight__28_social_empathy_moral,0.013032194648859605
LDA50_abstract_weight__29_stress_ptsd_trauma,-0.04792421429072552
LDA50_abstract_weight__30_decision_making_risk,-0.007577907453911113
LDA50_abstract_weight__31_model_models_prediction,-0.03849623976844457
LDA50_abstract_weight__32_pain_somatosensory_stimulation,-0.0021355258992488144
LDA50_abstract_weight__33_memory_retrieval_encoding,0.07592167792571154
LDA50_abstract_weight__34_frequency_hz_ms,-0.06549063258610133
LDA50_abstract_weight__35_schizophrenia_risk_genetic,-0.0793173589554636
LDA50_abstract_weight__36_placebo_treatment_dopamine,-0.05232995417191275
LDA50_abstract_weight__37_language_reading_word,0.09870445170933634
LDA50_abstract_weight__38_semantic_category_representations,0.028860388423507397
LDA50_abstract_weight__39_stimulation_tms_bpd,-0.02743963093257352
LDA50_abstract_weight__40_face_faces_facial,-0.01311408370712118
LDA50_abstract_weight__41_imagery_mental_events,0.06786499665308125
LDA50_abstract_weight__42_visual_cortex_sensory,0.013106822400940554
LDA50_abstract_weight__43_magnetic_mechanisms_human,0.009474066272328328
LDA50_abstract_weight__44_eye_sleep_gaze,-0.0012479352535953866
LDA50_abstract_weight__45_motion_perception_visual,-0.017900675000961964
LDA50_abstract_weight__46_hemisphere_language_stroke,0.0010798567783721939
LDA50_abstract_weight__47_attention_attentional_target,0.02189595984251026
LDA50_abstract_weight__48_prefrontal_cortex_pfc,0.04500932182163652
LDA50_abstract_weight__49_depression_mdd_state,-0.09588247433819504
