feature,r
LDA50_abstract_weight__0_network_state_resting,0.004080755035243036
LDA50_abstract_weight__1_anxiety_trait_personality,-0.03362407852516653
LDA50_abstract_weight__2_cerebellar_cerebellum_basal,0.004031063609324669
LDA50_abstract_weight__3_cortex_anterior_cingulate,-0.0052990378067226404
LDA50_abstract_weight__4_stimulus_time_repetition,-0.00692236960656073
LDA50_abstract_weight__5_gyrus_frontal_inferior,0.062496230118818955
LDA50_abstract_weight__6_auditory_speech_temporal,0.06090488561322923
LDA50_abstract_weight__7_reward_feedback_striatum,-0.044027561725222174
LDA50_abstract_weight__8_mpfc_social_medial,0.05488920710934226
LDA50_abstract_weight__9_memory_working_wm,0.03540696313279631
LDA50_abstract_weight__10_food_taste_weight,-0.030367329101315503
LDA50_abstract_weight__11_learning_training_practice,-0.004685617734256382
LDA50_abstract_weight__12_women_men_sex,-0.012586042269153356
LDA50_abstract_weight__13_fear_threat_smokers,-0.030555097146403074
LDA50_abstract_weight__14_disease_ad_pd,-0.025580884676885327
LDA50_abstract_weight__15_task_performance_cognitive,0.049751941322754054
LDA50_abstract_weight__16_response_inhibition_control,0.01150954776984847
LDA50_abstract_weight__17_motor_cortex_hand,0.04787661905645768
LDA50_abstract_weight__18_number_ips_numerical,-0.0027368166206455553
LDA50_abstract_weight__19_action_actions_observation,0.06880870882891725
LDA50_abstract_weight__20_control_conflict_task,0.003967504434540544
LDA50_abstract_weight__21_matter_volume_structural,-0.10032708735728198
LDA50_abstract_weight__22_method_group_approach,-0.06898440394549415
LDA50_abstract_weight__23_asd_autism_group,0.02613516220265046
LDA50_abstract_weight__24_age_adults_older,0.0076164135825737885
LDA50_abstract_weight__25_spatial_body_human,-0.038589266206036275
LDA50_abstract_weight__26_emotional_amygdala_negative,0.012238580761957605
LDA50_abstract_weight__27_disorder_adhd_group,-0.06344588072341337
LDA50_abstract_weight__28_social_empathy_moral,0.01357075746408543
LDA50_abstract_weight__29_stress_ptsd_trauma,-0.04611200751208132
LDA50_abstract_weight__30_decision_making_risk,-0.005797233801027938
LDA50_abstract_weight__31_model_models_prediction,-0.03718669680247281
LDA50_abstract_weight__32_pain_somatosensory_stimulation,0.010154005320182572
LDA50_abstract_weight__33_memory_retrieval_encoding,0.060010494400205054
LDA50_abstract_weight__34_frequency_hz_ms,-0.06369144261936037
LDA50_abstract_weight__35_schizophrenia_risk_genetic,-0.076955469236785
LDA50_abstract_weight__36_placebo_treatment_dopamine,-0.050941657230779105
LDA50_abstract_weight__37_language_reading_word,0.1059748793434432
LDA50_abstract_weight__38_semantic_category_representations,0.02647467062718927
LDA50_abstract_weight__39_stimulation_tms_bpd,-0.02649783940206645
LDA50_abstract_weight__40_face_faces_facial,-0.027268282457903505
LDA50_abstract_weight__41_imagery_mental_events,0.055811841948880926
LDA50_abstract_weight__42_visual_cortex_sensory,0.004546086684322555
LDA50_abstract_weight__43_magnetic_mechanisms_human,0.00885766154750334
LDA50_abstract_weight__44_eye_sleep_gaze,-0.010132752554772003
LDA50_abstract_weight__45_motion_perception_visual,-0.03429553013301638
LDA50_abstract_weight__46_hemisphere_language_stroke,0.0015011085053901671
LDA50_abstract_weight__47_attention_attentional_target,0.01332413390811374
LDA50_abstract_weight__48_prefrontal_cortex_pfc,0.04464090284339823
LDA50_abstract_weight__49_depression_mdd_state,-0.09250925785887182
