feature,r
LDA50_abstract_weight__0_network_state_resting,0.007162168771011975
LDA50_abstract_weight__1_anxiety_trait_personality,-0.034192326822373116
LDA50_abstract_weight__2_cerebellar_cerebellum_basal,-0.0064698833793607165
LDA50_abstract_weight__3_cortex_anterior_cingulate,0.003306845700090883
LDA50_abstract_weight__4_stimulus_time_repetition,-0.005154009159467271
LDA50_abstract_weight__5_gyrus_frontal_inferior,0.05697802164819877
LDA50_abstract_weight__6_auditory_speech_temporal,0.008028033157413203
LDA50_abstract_weight__7_reward_feedback_striatum,-0.03420516071784966
LDA50_abstract_weight__8_mpfc_social_medial,0.04623704281688433
LDA50_abstract_weight__9_memory_working_wm,0.05035379694263355
LDA50_abstract_weight__10_food_taste_weight,-0.023711463935994038
LDA50_abstract_weight__11_learning_training_practice,-0.005127981162657856
LDA50_abstract_weight__12_women_men_sex,-0.009453734886673067
LDA50_abstract_weight__13_fear_threat_smokers,-0.025824094039523716
LDA50_abstract_weight__14_disease_ad_pd,-0.03044111332092482
LDA50_abstract_weight__15_task_performance_cognitive,0.06455326686358843
LDA50_abstract_weight__16_response_inhibition_control,0.022976171875985746
LDA50_abstract_weight__17_motor_cortex_hand,0.02973811845105783
LDA50_abstract_weight__18_number_ips_numerical,0.010384459782153348
LDA50_abstract_weight__19_action_actions_observation,0.065013212594187
LDA50_abstract_weight__20_control_conflict_task,0.0076127668219847875
LDA50_abstract_weight__21_matter_volume_structural,-0.10781568230969057
LDA50_abstract_weight__22_method_group_approach,-0.08014500708024996
LDA50_abstract_weight__23_asd_autism_group,0.025513758479476338
LDA50_abstract_weight__24_age_adults_older,0.009212310477622523
LDA50_abstract_weight__25_spatial_body_human,-0.027544922160650905
LDA50_abstract_weight__26_emotional_amygdala_negative,0.008824090052968372
LDA50_abstract_weight__27_disorder_adhd_group,-0.061407358478635855
LDA50_abstract_weight__28_social_empathy_moral,0.02026539787833327
LDA50_abstract_weight__29_stress_ptsd_trauma,-0.047976568151727704
LDA50_abstract_weight__30_decision_making_risk,0.0044739847789695445
LDA50_abstract_weight__31_model_models_prediction,-0.036695677295112625
LDA50_abstract_weight__32_pain_somatosensory_stimulation,0.013368962954813955
LDA50_abstract_weight__33_memory_retrieval_encoding,0.06117038355168396
LDA50_abstract_weight__34_frequency_hz_ms,-0.06421363784886533
LDA50_abstract_weight__35_schizophrenia_risk_genetic,-0.07924103068389723
LDA50_abstract_weight__36_placebo_treatment_dopamine,-0.04617074095716732
LDA50_abstract_weight__37_language_reading_word,0.07229907961028793
LDA50_abstract_weight__38_semantic_category_representations,0.01997068072112302
LDA50_abstract_weight__39_stimulation_tms_bpd,-0.029389101926514668
LDA50_abstract_weight__40_face_faces_facial,-0.00812238348635038
LDA50_abstract_weight__41_imagery_mental_events,0.05639076139149428
LDA50_abstract_weight__42_visual_cortex_sensory,0.02244833763865864
LDA50_abstract_weight__43_magnetic_mechanisms_human,0.010272917227062134
LDA50_abstract_weight__44_eye_sleep_gaze,0.002383652946994997
LDA50_abstract_weight__45_motion_perception_visual,-0.020027642667721387
LDA50_abstract_weight__46_hemisphere_language_stroke,-0.004955069284797237
LDA50_abstract_weight__47_attention_attentional_target,0.03991948063654036
LDA50_abstract_weight__48_prefrontal_cortex_pfc,0.04952188371593156
LDA50_abstract_weight__49_depression_mdd_state,-0.09458288969087922
