feature,r
LDA50_abstract_weight__0_network_state_resting,0.010228331891395903
LDA50_abstract_weight__1_anxiety_trait_personality,-0.033636392569480825
LDA50_abstract_weight__2_cerebellar_cerebellum_basal,0.0192618113658161
LDA50_abstract_weight__3_cortex_anterior_cingulate,0.011500608021222927
LDA50_abstract_weight__4_stimulus_time_repetition,-0.00431104252242848
LDA50_abstract_weight__5_gyrus_frontal_inferior,0.052351416058119514
LDA50_abstract_weight__6_auditory_speech_temporal,0.023506864584261853
LDA50_abstract_weight__7_reward_feedback_striatum,-0.03487055819875111
LDA50_abstract_weight__8_mpfc_social_medial,0.048100116743979224
LDA50_abstract_weight__9_memory_working_wm,0.04348471602586749
LDA50_abstract_weight__10_food_taste_weight,-0.025724030072643757
LDA50_abstract_weight__11_learning_training_practice,-0.000541184440220791
LDA50_abstract_weight__12_women_men_sex,-0.008723523511102898
LDA50_abstract_weight__13_fear_threat_smokers,-0.021850774803967292
LDA50_abstract_weight__14_disease_ad_pd,-0.024830421999034465
LDA50_abstract_weight__15_task_performance_cognitive,0.06551766802682549
LDA50_abstract_weight__16_response_inhibition_control,0.019058685794293182
LDA50_abstract_weight__17_motor_cortex_hand,0.07137627522221525
LDA50_abstract_weight__18_number_ips_numerical,-0.00027240151278592394
LDA50_abstract_weight__19_action_actions_observation,0.05211475443936293
LDA50_abstract_weight__20_control_conflict_task,0.011648368104866769
LDA50_abstract_weight__21_matter_volume_structural,-0.10388045801878097
LDA50_abstract_weight__22_method_group_approach,-0.06872037323178788
LDA50_abstract_weight__23_asd_autism_group,0.026431982667960922
LDA50_abstract_weight__24_age_adults_older,0.009351852511774313
LDA50_abstract_weight__25_spatial_body_human,-0.0379729445473272
LDA50_abstract_weight__26_emotional_amygdala_negative,0.007656001778088463
LDA50_abstract_weight__27_disorder_adhd_group,-0.06293092535566217
LDA50_abstract_weight__28_social_empathy_moral,0.010654744110371836
LDA50_abstract_weight__29_stress_ptsd_trauma,-0.04435693003891258
LDA50_abstract_weight__30_decision_making_risk,-0.0008448976330747944
LDA50_abstract_weight__31_model_models_prediction,-0.038376570058206376
LDA50_abstract_weight__32_pain_somatosensory_stimulation,0.013135516419617741
LDA50_abstract_weight__33_memory_retrieval_encoding,0.0611098673449833
LDA50_abstract_weight__34_frequency_hz_ms,-0.06554917678656488
LDA50_abstract_weight__35_schizophrenia_risk_genetic,-0.0777372546950981
LDA50_abstract_weight__36_placebo_treatment_dopamine,-0.043014223375198425
LDA50_abstract_weight__37_language_reading_word,0.08885056080355204
LDA50_abstract_weight__38_semantic_category_representations,0.016781982754727517
LDA50_abstract_weight__39_stimulation_tms_bpd,-0.02870902193459296
LDA50_abstract_weight__40_face_faces_facial,-0.03798110623097442
LDA50_abstract_weight__41_imagery_mental_events,0.05931867251826697
LDA50_abstract_weight__42_visual_cortex_sensory,-0.0049262165020960095
LDA50_abstract_weight__43_magnetic_mechanisms_human,0.005687543384580999
LDA50_abstract_weight__44_eye_sleep_gaze,0.006342537232911492
LDA50_abstract_weight__45_motion_perception_visual,-0.042326699046870926
LDA50_abstract_weight__46_hemisphere_language_stroke,-0.0016866941131832294
LDA50_abstract_weight__47_attention_attentional_target,0.019192449612560104
LDA50_abstract_weight__48_prefrontal_cortex_pfc,0.04650566777568991
LDA50_abstract_weight__49_depression_mdd_state,-0.095151542131536
