feature,r
LDA50_abstract_weight__0_network_state_resting,0.016945685229705285
LDA50_abstract_weight__1_anxiety_trait_personality,-0.027061230572419888
LDA50_abstract_weight__2_cerebellar_cerebellum_basal,0.009635925661444016
LDA50_abstract_weight__3_cortex_anterior_cingulate,0.010389063112753305
LDA50_abstract_weight__4_stimulus_time_repetition,-0.00610713703305654
LDA50_abstract_weight__5_gyrus_frontal_inferior,0.052857384721946996
LDA50_abstract_weight__6_auditory_speech_temporal,0.019151169686104575
LDA50_abstract_weight__7_reward_feedback_striatum,-0.03212571980372527
LDA50_abstract_weight__8_mpfc_social_medial,0.04745768177363718
LDA50_abstract_weight__9_memory_working_wm,0.044070605575777744
LDA50_abstract_weight__10_food_taste_weight,-0.023942509837767276
LDA50_abstract_weight__11_learning_training_practice,-0.001983462946127193
LDA50_abstract_weight__12_women_men_sex,-0.0060770567419751375
LDA50_abstract_weight__13_fear_threat_smokers,-0.01743775615332383
LDA50_abstract_weight__14_disease_ad_pd,-0.02515785280349783
LDA50_abstract_weight__15_task_performance_cognitive,0.058340287424100544
LDA50_abstract_weight__16_response_inhibition_control,0.0356079662158768
LDA50_abstract_weight__17_motor_cortex_hand,0.04834811804003947
LDA50_abstract_weight__18_number_ips_numerical,-0.003907374461824233
LDA50_abstract_weight__19_action_actions_observation,0.05623961687986025
LDA50_abstract_weight__20_control_conflict_task,0.015448812768411464
LDA50_abstract_weight__21_matter_volume_structural,-0.09913162420518634
LDA50_abstract_weight__22_method_group_approach,-0.06902255379702296
LDA50_abstract_weight__23_asd_autism_group,0.02616492861105154
LDA50_abstract_weight__24_age_adults_older,0.01131568391346825
LDA50_abstract_weight__25_spatial_body_human,-0.03685231728945044
LDA50_abstract_weight__26_emotional_amygdala_negative,0.010803583183390785
LDA50_abstract_weight__27_disorder_adhd_group,-0.05574828504101492
LDA50_abstract_weight__28_social_empathy_moral,0.026083971365016986
LDA50_abstract_weight__29_stress_ptsd_trauma,-0.04296186652340163
LDA50_abstract_weight__30_decision_making_risk,0.003908783705943931
LDA50_abstract_weight__31_model_models_prediction,-0.04007590444960033
LDA50_abstract_weight__32_pain_somatosensory_stimulation,0.018074979841680508
LDA50_abstract_weight__33_memory_retrieval_encoding,0.039980520459740994
LDA50_abstract_weight__34_frequency_hz_ms,-0.060148387448810146
LDA50_abstract_weight__35_schizophrenia_risk_genetic,-0.07202860622426721
LDA50_abstract_weight__36_placebo_treatment_dopamine,-0.04169744106361178
LDA50_abstract_weight__37_language_reading_word,0.04461004953093311
LDA50_abstract_weight__38_semantic_category_representations,0.0021334467973454685
LDA50_abstract_weight__39_stimulation_tms_bpd,-0.025787673422922017
LDA50_abstract_weight__40_face_faces_facial,-0.02029315033447346
LDA50_abstract_weight__41_imagery_mental_events,0.05698349138414947
LDA50_abstract_weight__42_visual_cortex_sensory,0.0024170529492475975
LDA50_abstract_weight__43_magnetic_mechanisms_human,0.009713641643914106
LDA50_abstract_weight__44_eye_sleep_gaze,0.007650383090317826
LDA50_abstract_weight__45_motion_perception_visual,-0.029231918997290756
LDA50_abstract_weight__46_hemisphere_language_stroke,-0.012109431039766931
LDA50_abstract_weight__47_attention_attentional_target,0.04139431790908971
LDA50_abstract_weight__48_prefrontal_cortex_pfc,0.051821338884592075
LDA50_abstract_weight__49_depression_mdd_state,-0.08703013115049196
