feature,r
LDA50_abstract_weight__0_network_state_resting,0.01654445742310883
LDA50_abstract_weight__1_anxiety_trait_personality,-0.026670704064653026
LDA50_abstract_weight__2_cerebellar_cerebellum_basal,0.00900804794946923
LDA50_abstract_weight__3_cortex_anterior_cingulate,0.006797119200532358
LDA50_abstract_weight__4_stimulus_time_repetition,-0.008160515092451172
LDA50_abstract_weight__5_gyrus_frontal_inferior,0.047592800785296395
LDA50_abstract_weight__6_auditory_speech_temporal,0.007663878138856075
LDA50_abstract_weight__7_reward_feedback_striatum,-0.03645434285219124
LDA50_abstract_weight__8_mpfc_social_medial,0.04741283188165861
LDA50_abstract_weight__9_memory_working_wm,0.03565146261717224
LDA50_abstract_weight__10_food_taste_weight,-0.022712613942855755
LDA50_abstract_weight__11_learning_training_practice,-0.001669633687314549
LDA50_abstract_weight__12_women_men_sex,-0.005572455106689041
LDA50_abstract_weight__13_fear_threat_smokers,-0.021256498705004064
LDA50_abstract_weight__14_disease_ad_pd,-0.021061586456726077
LDA50_abstract_weight__15_task_performance_cognitive,0.05677186082313986
LDA50_abstract_weight__16_response_inhibition_control,0.03193633557774735
LDA50_abstract_weight__17_motor_cortex_hand,0.06511672212663486
LDA50_abstract_weight__18_number_ips_numerical,0.008044179022139214
LDA50_abstract_weight__19_action_actions_observation,0.0624391811116951
LDA50_abstract_weight__20_control_conflict_task,0.0025648088625741692
LDA50_abstract_weight__21_matter_volume_structural,-0.10070693333079683
LDA50_abstract_weight__22_method_group_approach,-0.072703537096941
LDA50_abstract_weight__23_asd_autism_group,0.02711837992956382
LDA50_abstract_weight__24_age_adults_older,0.009188596736294664
LDA50_abstract_weight__25_spatial_body_human,-0.02149346981792117
LDA50_abstract_weight__26_emotional_amygdala_negative,0.01759883496237201
LDA50_abstract_weight__27_disorder_adhd_group,-0.05933941116279381
LDA50_abstract_weight__28_social_empathy_moral,0.024351899365143478
LDA50_abstract_weight__29_stress_ptsd_trauma,-0.041034348288697314
LDA50_abstract_weight__30_decision_making_risk,0.0015047139571185701
LDA50_abstract_weight__31_model_models_prediction,-0.041564594208523924
LDA50_abstract_weight__32_pain_somatosensory_stimulation,0.026881087230889642
LDA50_abstract_weight__33_memory_retrieval_encoding,0.04979253790214429
LDA50_abstract_weight__34_frequency_hz_ms,-0.05800583718372339
LDA50_abstract_weight__35_schizophrenia_risk_genetic,-0.07497911477892343
LDA50_abstract_weight__36_placebo_treatment_dopamine,-0.04087481636283279
LDA50_abstract_weight__37_language_reading_word,0.016508120944435874
LDA50_abstract_weight__38_semantic_category_representations,0.0025650829427649358
LDA50_abstract_weight__39_stimulation_tms_bpd,-0.022201594939236863
LDA50_abstract_weight__40_face_faces_facial,-0.007210548774086804
LDA50_abstract_weight__41_imagery_mental_events,0.0631804844576639
LDA50_abstract_weight__42_visual_cortex_sensory,0.005027421382643592
LDA50_abstract_weight__43_magnetic_mechanisms_human,0.009696077232861892
LDA50_abstract_weight__44_eye_sleep_gaze,0.007978557847824934
LDA50_abstract_weight__45_motion_perception_visual,-0.010897410649983298
LDA50_abstract_weight__46_hemisphere_language_stroke,-0.01217723706343917
LDA50_abstract_weight__47_attention_attentional_target,0.04285587518923335
LDA50_abstract_weight__48_prefrontal_cortex_pfc,0.040514295250442395
LDA50_abstract_weight__49_depression_mdd_state,-0.08790147265670194
